,name,place,lat,lon,map
140744, 新康乡, town,28.4052,112.803,./maps_data/ 新康乡.png
140745, 白箬铺镇, town,28.2,112.8,./maps_data/ 白箬铺镇.png
140746, 雷锋街道, town,28.2069,112.839,./maps_data/ 雷锋街道.png
140747, 乌山镇, town,28.3296,112.749,./maps_data/ 乌山镇.png
140748, 星城镇, town,28.331,112.87200000000001,./maps_data/ 星城镇.png
140749, Eturnagaram, town,18.3404826,80.42948390000002,./maps_data/ Eturnagaram.png
140750, 谷洲镇, town,27.0878,111.48700000000001,./maps_data/ 谷洲镇.png
140751, 黄塘乡, town,26.9592901,111.3345993,./maps_data/ 黄塘乡.png
140752, 小溪市乡, town,27.0868144,111.2634959,./maps_data/ 小溪市乡.png
140753, 金称市镇, town,26.8445534,111.1415648,./maps_data/ 金称市镇.png
140754, 塘田市镇, town,26.846610700000006,111.2251592,./maps_data/ 塘田市镇.png
140755, 河伯乡, town,26.7658014,111.2456091,./maps_data/ 河伯乡.png
140756, 大盛镇, town,26.8274,111.37799999999999,./maps_data/ 大盛镇.png
140757, 凤歧坪乡, town,27.0241547,111.6680652,./maps_data/ 凤歧坪乡.png
140758, 水东江镇, town,27.1418793,112.0304578,./maps_data/ 水东江镇.png
140759, 关市镇, town,26.9229,112.055,./maps_data/ 关市镇.png
140760, 肖家镇, town,26.3596089,112.0036992,./maps_data/ 肖家镇.png
140761, 八宝镇, town,26.3539,112.085,./maps_data/ 八宝镇.png
140762, 石鼓源乡, town,26.3462483,112.1486722,./maps_data/ 石鼓源乡.png
140763, يونين, town,34.0787583,36.2751575,./maps_data/ يونين.png
140764, 相市乡, town,26.7013971,112.8117766,./maps_data/ 相市乡.png
140765, 酃湖乡, town,26.8795,112.68299999999999,./maps_data/ 酃湖乡.png
140766, 角山乡, town,26.9842929,112.5591983,./maps_data/ 角山乡.png
140767, 青山街道, town,26.9053539,112.5988854,./maps_data/ 青山街道.png
140768, 人民路街道, town,26.9027586,112.6056784,./maps_data/ 人民路街道.png
140769, 松木乡, town,26.9688,112.615,./maps_data/ 松木乡.png
140770, 潇湘街道, town,26.911225899999994,112.6055105,./maps_data/ 潇湘街道.png
140771, 天马山街道, town,26.8955146,112.6011555,./maps_data/ 天马山街道.png
140772, 先锋街道, town,26.8968646,112.60872890000002,./maps_data/ 先锋街道.png
140773, 雁峰街道, town,26.887447700000006,112.6082407,./maps_data/ 雁峰街道.png
140774, 广东路街道, town,26.890958500000004,112.6192278,./maps_data/ 广东路街道.png
140775, 蒸湘街道, town,26.9106728,112.5914658,./maps_data/ 蒸湘街道.png
140776, 辛集镇, town,33.8784257,115.1311039,./maps_data/ 辛集镇.png
140777, 五一街道, town,26.924866700000006,112.6134851,./maps_data/ 五一街道.png
140778, 合江街道, town,26.9414839,112.642112,./maps_data/ 合江街道.png
140779, 黄沙湾街道, town,26.9279766,112.5963019,./maps_data/ 黄沙湾街道.png
140780, 松江镇, town,26.6007729,112.566705,./maps_data/ 松江镇.png
140781, 王卡乡, town,30.8470987,97.6402497,./maps_data/ 王卡乡.png
140782, 杨村镇, town,31.8328462,105.6674622,./maps_data/ 杨村镇.png
140783, 黄泥塘镇, town,26.480705100000005,112.125499,./maps_data/ 黄泥塘镇.png
140784, 王十万乡, town,27.467163,113.052452,./maps_data/ 王十万乡.png
140785, 洲坪乡, town,27.598949800000003,113.1155888,./maps_data/ 洲坪乡.png
140786, 南阳桥乡, town,27.6518797,113.15828729999998,./maps_data/ 南阳桥乡.png
140787, อโยธยา, town,14.3530662,100.5939737,./maps_data/ อโยธยา.png
140788, 新阳乡, town,27.675367,113.36566100000002,./maps_data/ 新阳乡.png
140790, 暮云街道, town,28.0206,112.973,./maps_data/ 暮云街道.png
140791, 跳马乡, town,28.0551442,113.0689363,./maps_data/ 跳马乡.png
140792, 黄花镇, town,28.2368687,113.1835227,./maps_data/ 黄花镇.png
140793, 百亩乡, town,27.7109252,111.9397092,./maps_data/ 百亩乡.png
140794, 渡头塘镇, town,27.7765277,111.88409109999998,./maps_data/ 渡头塘镇.png
140795, 五源坑村, town,27.1842692,119.3548746,./maps_data/ 五源坑村.png
140796, 石井镇, town,27.7633814,111.9198739,./maps_data/ 石井镇.png
140797, 乐坪街道, town,27.727137300000006,112.0106051,./maps_data/ 乐坪街道.png
140798, 花山街道, town,27.7422697,111.9899244,./maps_data/ 花山街道.png
140799, 黄泥塘街道, town,27.7605853,111.966043,./maps_data/ 黄泥塘街道.png
140800, 长青街道, town,27.7290951,111.9899197,./maps_data/ 长青街道.png
140801, 大科街道, town,27.7087776,112.0170452,./maps_data/ 大科街道.png
140802, 涟滨街道, town,27.7716208,112.009048,./maps_data/ 涟滨街道.png
140803, 大埠桥街道, town,27.7504593,112.0796804,./maps_data/ 大埠桥街道.png
140804, 毛田乡, town,27.6816407,112.1134777,./maps_data/ 毛田乡.png
140805, 金薮乡, town,27.946686600000003,112.3023534,./maps_data/ 金薮乡.png
140806, 资福镇, town,28.106611800000003,112.4263685,./maps_data/ 资福镇.png
140807, 白马桥街道, town,28.229894,112.5313385,./maps_data/ 白马桥街道.png
140808, 大托镇, town,28.0591696,112.9485347,./maps_data/ 大托镇.png
140809, 桂花坪街道, town,28.10593710000001,112.97505490000002,./maps_data/ 桂花坪街道.png
140810, 坡子街街道, town,28.1886772,112.965451,./maps_data/ 坡子街街道.png
140811, 城南路街道, town,28.1844272,112.9753371,./maps_data/ 城南路街道.png
140812, 含浦街道, town,28.0949,112.848,./maps_data/ 含浦街道.png
140813, 望岳街道, town,28.2359,112.917,./maps_data/ 望岳街道.png
140814, Sarthebari, town,26.3692152,91.2242138,./maps_data/ Sarthebari.png
140815, 捞刀河街道, town,28.3383185,112.9946001,./maps_data/ 捞刀河街道.png
140816, 沙坪街道, town,28.3351522,113.000369,./maps_data/ 沙坪街道.png
140817, 新港镇, town,28.3162,112.939,./maps_data/ 新港镇.png
140818, 板江乡, town,29.026097600000003,113.67526979999998,./maps_data/ 板江乡.png
140819, 石牛寨镇, town,28.9407385,113.9334759,./maps_data/ 石牛寨镇.png
140820, 大孤山镇, town,43.3034019,125.1287466,./maps_data/ 大孤山镇.png
140821, 三江镇, town,28.9576489,113.3256281,./maps_data/ 三江镇.png
140822, 天问街道, town,28.8526612,112.9070172,./maps_data/ 天问街道.png
140823, 大荆镇, town,28.9568907,113.2591633,./maps_data/ 大荆镇.png
140824, 세동, town,42.419243,129.87820390000002,./maps_data/ 세동.png
140825, 余坪乡, town,28.8517975,113.53319209999998,./maps_data/ 余坪乡.png
140826, Chich’o-dong, town,42.3503775,129.2345595,./maps_data/ Chich’o-dong.png
140827, Yangyŏng-dong, town,42.301,129.23958059999998,./maps_data/ Yangyŏng-dong.png
140828, 荔浦市, city,24.4915564,110.3904438,./maps_data/ 荔浦市.png
140829, 富林镇, town,22.6646523,111.9083365,./maps_data/ 富林镇.png
140830, 赵镇街道, town,30.8595684,104.4369688,./maps_data/ 赵镇街道.png
140831, 定湖镇, town,29.6226561,113.6339181,./maps_data/ 定湖镇.png
